production_budget,title_year,aspect_ratio,duration.1,cast_total_facebook_likes,budget,imdb_score
45000000,1968.0,1.85,111.0,7493,2500000.0,7.2
45000000,2005.0,2.35,95.0,27351,45000000.0,5.6
45000000,2005.0,2.35,109.0,14073,50000000.0,6.8
45000000,2007.0,2.35,94.0,16225,45000000.0,6.3
45000000,2004.0,2.35,93.0,4604,26000000.0,4.3
45000000,2012.0,2.35,141.0,1948,45000000.0,6.5
45000000,1994.0,2.35,111.0,12161,45000000.0,6.3
45000000,2014.0,1.85,117.0,49743,40000000.0,6.5
45000000,2006.0,2.35,112.0,3757,45000000.0,6.4
45000000,2006.0,2.35,102.0,15053,52000000.0,6.6
45000000,1995.0,1.85,96.0,2965,45000000.0,5.9
45000000,2004.0,2.35,94.0,1102,25000000.0,6.5
45000000,2006.0,1.85,88.0,33822,50000000.0,5.9
45000000,2003.0,1.85,87.0,1461,35000000.0,6.1
45000000,1984.0,2.35,177.0,2449,40000000.0,6.6
45000000,2009.0,1.85,86.0,3423,45000000.0,5.4
45000000,2007.0,2.35,133.0,5405,45000000.0,7.4
45000000,2007.0,2.35,133.0,5405,45000000.0,7.4
45000000,2008.0,2.35,119.0,53895,35000000.0,7.3
45000000,2008.0,2.35,101.0,15990,70000000.0,5.6
45000000,1996.0,1.85,91.0,3855,45000000.0,5.3
45000000,1996.0,2.35,117.0,2348,45000000.0,6.0
45000000,2001.0,2.35,124.0,793,45000000.0,6.8
45000000,2010.0,2.35,128.0,2507,45000000.0,7.2
45000000,2000.0,2.35,220.0,15006,57000000.0,5.8
45000000,2008.0,1.85,99.0,12166,40000000.0,5.4
45000000,1995.0,2.35,212.0,21130,50000000.0,7.1
45000000,2012.0,2.35,95.0,578,35000000.0,7.1
45000000,2012.0,2.35,95.0,578,35000000.0,7.1
45000000,1998.0,2.35,106.0,6558,45000000.0,6.0
45000000,2011.0,2.35,101.0,661,45000000.0,6.3
45000000,2008.0,2.35,160.0,26982,45000000.0,6.0
45000000,2002.0,1.85,74.0,13917,40000000.0,6.5
45000000,2007.0,2.35,139.0,538,45000000.0,6.4
45000000,1940.0,1.37,88.0,1178,2600000.0,7.5
45000000,1997.0,2.35,103.0,2457,45000000.0,4.9
45000000,2012.0,,91.0,3090,65000000.0,1.7
44500000,2012.0,2.35,130.0,3133,44500000.0,7.7
44000000,1993.0,1.85,130.0,13357,44000000.0,7.8
44000000,1985.0,2.35,96.0,15662,44000000.0,6.4
44000000,1996.0,2.35,147.0,37076,44000000.0,7.5
44000000,2010.0,2.35,99.0,1066,44000000.0,6.5
44000000,1996.0,2.35,118.0,26907,44000000.0,5.6
44000000,2014.0,2.35,112.0,12239,44000000.0,6.6
44000000,1980.0,2.35,325.0,14255,44000000.0,6.8
43000000,2013.0,2.35,123.0,4825,43000000.0,6.6
43000000,2000.0,2.35,136.0,1801,43000000.0,7.3
43000000,2000.0,1.37,103.0,23864,43000000.0,6.0
43000000,2002.0,1.85,90.0,132,43000000.0,5.1
42500000,2011.0,2.35,93.0,27834,40000000.0,6.6
42000000,1993.0,1.85,154.0,14244,42000000.0,6.8
42000000,2012.0,2.35,109.0,19968,42000000.0,7.2
42000000,1999.0,2.35,124.0,9255,42000000.0,7.0
42000000,2000.0,1.85,84.0,1817,45000000.0,7.0
42000000,2004.0,1.85,90.0,24534,42000000.0,5.9
42000000,1992.0,1.85,117.0,3841,40000000.0,5.4
42000000,2009.0,1.85,81.0,2134,42000000.0,5.8
42000000,1963.0,2.2,251.0,2957,31115000.0,7.0
42000000,2012.0,1.85,105.0,6727,42000000.0,6.5
42000000,2002.0,2.35,115.0,15571,42000000.0,6.3
42000000,1996.0,1.85,122.0,13716,42000000.0,6.5
42000000,2011.0,2.35,100.0,15369,42000000.0,5.4
42000000,2002.0,2.35,119.0,1651,32000000.0,6.5
42000000,1989.0,2.35,133.0,2371,32000000.0,6.6
42000000,2001.0,2.35,120.0,33585,42000000.0,6.1
42000000,2005.0,2.35,122.0,12076,50000000.0,7.6
42000000,1993.0,1.85,104.0,7723,42000000.0,4.0
42000000,2012.0,2.35,102.0,362,42000000.0,6.6
42000000,2010.0,2.35,100.0,2056,45000000.0,6.3
42000000,,4.0,30.0,1610,,7.5
42000000,2009.0,2.35,105.0,1342,27000000.0,7.2
41000000,2002.0,2.35,110.0,1954,41000000.0,7.0
41000000,2001.0,2.35,144.0,18761,65000000.0,6.9
41000000,2003.0,2.35,108.0,1134,41000000.0,5.2
41000000,2011.0,2.35,100.0,2085,41000000.0,6.2
40000000,1999.0,1.85,107.0,17540,40000000.0,8.1
40000000,2015.0,2.35,129.0,4585,40000000.0,4.1
40000000,2009.0,2.35,108.0,18656,40000000.0,6.7
40000000,2013.0,2.35,138.0,83012,40000000.0,7.3
40000000,2003.0,1.85,94.0,7014,40000000.0,5.8
40000000,2014.0,2.35,89.0,32325,40000000.0,6.4
40000000,2013.0,2.35,121.0,1261,40000000.0,7.6
40000000,1989.0,1.85,108.0,3660,40000000.0,7.8
40000000,1999.0,2.35,105.0,2129,70000000.0,6.4
40000000,2003.0,1.85,84.0,22935,38000000.0,4.1
40000000,1996.0,2.35,149.0,31349,40000000.0,7.4
40000000,1992.0,2.35,128.0,16751,40000000.0,7.2
40000000,2013.0,2.35,128.0,16911,40000000.0,7.5
40000000,2009.0,1.85,123.0,13321,40000000.0,7.0
40000000,2009.0,2.35,129.0,318,40000000.0,6.4
40000000,2016.0,2.35,102.0,5178,40000000.0,5.9
40000000,2006.0,1.85,89.0,5855,45000000.0,5.1
40000000,2015.0,1.85,107.0,12556,40000000.0,6.0
40000000,2000.0,2.35,116.0,600,40000000.0,5.5
40000000,1990.0,1.37,118.0,3986,40000000.0,7.4
40000000,2014.0,1.85,109.0,16179,35000000.0,5.7
40000000,2014.0,2.35,109.0,2357,40000000.0,6.0
40000000,1992.0,1.85,155.0,42220,40000000.0,7.5
40000000,2006.0,2.35,120.0,24300,40000000.0,7.3
40000000,1999.0,1.85,139.0,36810,40000000.0,7.3
40000000,2015.0,1.85,121.0,36010,35000000.0,7.2
40000000,1992.0,2.35,117.0,2144,40000000.0,7.8
40000000,2004.0,1.85,178.0,5074,40000000.0,7.7
40000000,2015.0,2.35,142.0,16944,40000000.0,7.6
40000000,2008.0,2.35,90.0,6775,40000000.0,6.6
40000000,2009.0,1.85,105.0,28928,40000000.0,7.1
40000000,2001.0,1.85,114.0,2842,40000000.0,5.9
40000000,1991.0,2.35,206.0,698,40000000.0,8.0
40000000,2006.0,1.85,99.0,19334,40000000.0,4.6
40000000,2001.0,2.35,123.0,43917,34000000.0,6.1
40000000,2009.0,2.35,82.0,303717,40000000.0,5.2
40000000,2009.0,2.35,102.0,7009,20000000.0,6.4
40000000,2010.0,1.85,114.0,2091,,6.4
40000000,2003.0,1.85,98.0,22318,40000000.0,5.8
40000000,2001.0,2.35,106.0,2544,40000000.0,6.4
40000000,2011.0,2.35,118.0,13943,40000000.0,7.3
40000000,2004.0,1.85,106.0,2325,50000000.0,6.1
40000000,2013.0,2.35,89.0,3361,40000000.0,5.9
40000000,1998.0,2.35,108.0,8610,40000000.0,6.1
40000000,1997.0,1.85,98.0,7039,40000000.0,5.2
40000000,2014.0,2.35,116.0,30571,42000000.0,6.3
40000000,2002.0,1.85,131.0,17152,35000000.0,7.7
40000000,2006.0,2.35,130.0,63986,40000000.0,8.5
40000000,2006.0,2.35,99.0,18693,40000000.0,6.8
40000000,2010.0,2.35,107.0,4243,40000000.0,6.4
40000000,2012.0,1.85,105.0,9069,25000000.0,6.6
40000000,1987.0,2.35,130.0,1233,30000000.0,6.7
40000000,2006.0,1.85,139.0,848,40000000.0,7.8
40000000,2007.0,1.85,95.0,2787,,6.5
40000000,1986.0,2.35,116.0,2179,40000000.0,5.9
40000000,2004.0,2.35,96.0,41293,40000000.0,6.6
40000000,2005.0,2.35,104.0,1274,43000000.0,6.5
40000000,2014.0,2.35,134.0,2281,40000000.0,6.9
40000000,2008.0,2.35,101.0,4298,40000000.0,5.8
40000000,1997.0,2.35,135.0,16762,40000000.0,7.1
40000000,1992.0,2.35,106.0,519,40000000.0,6.0
40000000,1997.0,1.85,155.0,37570,36000000.0,7.2
40000000,2014.0,2.35,136.0,28927,40000000.0,6.1
40000000,2011.0,2.35,92.0,3074,40000000.0,5.9
40000000,2005.0,2.35,104.0,1827,30000000.0,6.2
40000000,2007.0,2.35,102.0,4324,40000000.0,4.7
40000000,2014.0,1.85,94.0,1488,40000000.0,5.1
40000000,2011.0,2.35,111.0,4486,40000000.0,6.2
40000000,1994.0,1.85,95.0,4634,40000000.0,5.2
40000000,2000.0,1.85,103.0,26938,40000000.0,5.5
40000000,2011.0,2.35,109.0,390,40000000.0,7.0
40000000,2012.0,2.35,95.0,1070,40000000.0,5.8
40000000,2011.0,2.35,112.0,3432,40000000.0,6.4
40000000,1999.0,2.35,123.0,12970,40000000.0,6.5
40000000,2000.0,1.85,94.0,1238,60000000.0,4.7
40000000,1991.0,2.35,140.0,3044,38000000.0,7.2
40000000,1999.0,1.85,102.0,2913,40000000.0,5.8
40000000,2000.0,1.85,123.0,23920,40000000.0,7.2
40000000,2008.0,2.35,102.0,3239,40000000.0,5.7
40000000,2011.0,2.35,129.0,15595,40000000.0,6.9
40000000,1994.0,1.85,93.0,2711,25000000.0,6.0
40000000,2010.0,2.35,107.0,621,40000000.0,6.5
40000000,2005.0,2.35,117.0,3969,40000000.0,5.0
40000000,2000.0,2.35,116.0,3753,40000000.0,5.7
40000000,2013.0,1.85,113.0,36009,40000000.0,6.4
40000000,2000.0,2.35,107.0,4565,40000000.0,5.1
40000000,2005.0,2.35,135.0,5917,40000000.0,7.0
40000000,1999.0,1.85,90.0,1335,40000000.0,5.3
40000000,1996.0,2.35,99.0,10469,40000000.0,4.4
40000000,2001.0,2.35,104.0,2888,40000000.0,4.7
40000000,2008.0,1.85,115.0,77823,35000000.0,6.7
40000000,2001.0,1.85,119.0,29484,40000000.0,6.7
40000000,1994.0,1.85,128.0,3126,40000000.0,6.1
40000000,1981.0,2.35,100.0,931,12500000.0,7.4
40000000,2002.0,2.35,108.0,34377,60000000.0,6.2
40000000,1999.0,1.85,128.0,3821,60000000.0,5.9
40000000,2004.0,2.35,84.0,5039,40000000.0,4.0
40000000,2009.0,1.85,87.0,24770,40000000.0,7.8
40000000,1995.0,2.35,131.0,18913,45000000.0,4.6
40000000,1996.0,1.85,111.0,17877,40000000.0,6.2
40000000,2012.0,2.35,107.0,1702,40000000.0,6.5
40000000,2012.0,2.35,114.0,7099,45000000.0,7.6
40000000,2012.0,2.35,91.0,222,40000000.0,5.9
40000000,2006.0,1.85,123.0,7243,40000000.0,6.4
40000000,2000.0,2.35,102.0,14463,40000000.0,5.1
40000000,1995.0,1.85,101.0,14008,40000000.0,5.9
40000000,2002.0,2.35,103.0,12566,40000000.0,5.8
40000000,1987.0,1.85,107.0,3374,51000000.0,4.2
40000000,1992.0,2.35,99.0,2125,40000000.0,5.9
40000000,2009.0,2.35,109.0,20503,40000000.0,5.9
40000000,2004.0,1.85,91.0,3974,30000000.0,4.8
40000000,1999.0,1.85,106.0,4327,40000000.0,6.3
40000000,2004.0,1.85,103.0,3639,60000000.0,6.2
40000000,2002.0,2.35,101.0,4262,42000000.0,3.3
40000000,2008.0,2.35,100.0,4103,,6.5
40000000,2015.0,2.35,115.0,1686,40000000.0,5.8
40000000,1999.0,1.85,83.0,4024,24000000.0,4.1
40000000,2009.0,2.35,108.0,14127,33000000.0,6.8
40000000,2003.0,1.85,89.0,3096,40000000.0,5.8
40000000,1980.0,2.35,119.0,1883,36000000.0,4.7
40000000,2015.0,1.85,159.0,554,18026148.0,8.4
40000000,2001.0,1.85,102.0,2664,40000000.0,6.2
40000000,2015.0,2.35,110.0,12876,40000000.0,6.0
40000000,2015.0,2.35,110.0,12876,40000000.0,6.0
40000000,2015.0,2.35,110.0,12876,40000000.0,6.0
40000000,2002.0,2.35,93.0,4123,40000000.0,4.5
40000000,2001.0,2.35,84.0,1149,40000000.0,5.8
40000000,2013.0,1.85,126.0,12286,39200000.0,7.0
40000000,2007.0,2.35,107.0,11623,26000000.0,7.3
40000000,1994.0,1.85,111.0,2612,30000000.0,7.3
40000000,2008.0,1.85,94.0,2449,40000000.0,4.4
40000000,2007.0,2.35,101.0,504,25000000.0,6.9
40000000,2006.0,2.35,93.0,15638,40000000.0,5.1
40000000,2008.0,2.35,150.0,2172,553632000.0,7.4
40000000,2004.0,1.85,93.0,5240,,5.7
40000000,2007.0,2.35,113.0,6267,40000000.0,7.1
40000000,2011.0,1.85,90.0,3243,25000000.0,6.8
40000000,2014.0,,88.0,196,40000000.0,6.4
39000000,2009.0,2.35,107.0,568,39000000.0,7.1
39000000,1983.0,2.35,125.0,2329,39000000.0,4.9
39000000,2007.0,1.85,102.0,1930,,5.6
39000000,2012.0,1.85,87.0,4774,39000000.0,7.0
39000000,1996.0,2.35,93.0,2176,39000000.0,5.7
39000000,2005.0,2.35,119.0,2853,40000000.0,8.0
39000000,2004.0,2.35,110.0,2972,39000000.0,5.3
38000000,2002.0,2.35,108.0,4251,38000000.0,6.1
38000000,2009.0,2.35,96.0,22436,38000000.0,6.5
38000000,2002.0,1.85,100.0,18291,38000000.0,5.1
38000000,1994.0,2.35,118.0,6427,35000000.0,6.6
38000000,2015.0,1.85,94.0,3552,30000000.0,4.4
38000000,2012.0,2.35,115.0,216,3800000.0,8.3
38000000,2011.0,2.35,120.0,36062,38000000.0,6.9
38000000,1999.0,1.85,146.0,20516,38000000.0,7.6
38000000,2013.0,2.35,127.0,17551,38000000.0,6.4
38000000,2001.0,2.35,123.0,2912,35000000.0,6.2
38000000,2002.0,2.35,115.0,3770,38000000.0,5.6
38000000,2016.0,2.35,112.0,19974,38000000.0,5.2
38000000,2013.0,2.35,123.0,37206,38000000.0,8.1
38000000,2001.0,1.85,102.0,1440,38000000.0,5.6
38000000,2001.0,1.85,98.0,2765,38000000.0,5.5
38000000,1999.0,2.35,133.0,42344,38000000.0,6.7
38000000,1996.0,2.35,118.0,24547,38000000.0,6.1
38000000,2001.0,2.35,105.0,1265,57000000.0,6.2
38000000,1982.0,2.35,109.0,1757,15000000.0,8.2
38000000,1996.0,2.35,129.0,16237,38000000.0,6.6
38000000,2008.0,2.35,90.0,15494,55000000.0,6.5
38000000,1997.0,2.35,118.0,74,37000000.0,6.4
38000000,2001.0,2.35,110.0,2120,38000000.0,5.2
38000000,2007.0,1.85,97.0,4900,38000000.0,4.8
37500000,2012.0,2.35,110.0,13396,40000000.0,5.7
37500000,2012.0,1.85,144.0,427,32000000.0,7.1
37500000,2008.0,2.35,130.0,5162,40000000.0,7.3
37000000,2013.0,2.35,118.0,3425,37000000.0,7.0
37000000,2015.0,2.35,133.0,15106,35000000.0,7.7
37000000,2010.0,2.35,150.0,14296,37000000.0,7.6
37000000,2008.0,1.85,96.0,36093,37000000.0,7.0
37000000,2008.0,2.35,96.0,18178,37000000.0,6.0
37000000,2016.0,2.35,110.0,4882,38000000.0,6.1
37000000,2010.0,2.35,107.0,14483,37000000.0,5.6
37000000,2011.0,2.35,114.0,19904,37000000.0,6.0
37000000,2008.0,2.35,81.0,2268,37000000.0,4.5
37000000,1999.0,2.35,188.0,1906,37000000.0,8.0
37000000,2015.0,1.85,105.0,44037,37000000.0,5.4
37000000,2015.0,1.85,105.0,44037,37000000.0,5.4
36500000,2009.0,,115.0,599,29500000.0,5.3
36000000,2002.0,1.85,116.0,20970,36000000.0,7.0
36000000,1999.0,1.85,93.0,2986,65000000.0,6.3
36000000,1983.0,2.35,121.0,762,36000000.0,6.2
36000000,2010.0,1.85,101.0,1272,36000000.0,6.4
36000000,1997.0,2.35,93.0,1874,36000000.0,6.9
36000000,2014.0,1.85,107.0,13904,36000000.0,6.4
36000000,2003.0,2.35,109.0,16611,36000000.0,6.1
36000000,2000.0,2.35,124.0,10838,34000000.0,5.7
36000000,1999.0,2.35,127.0,2393,36000000.0,6.8
36000000,1996.0,1.85,130.0,3968,36000000.0,6.7
36000000,1997.0,2.35,106.0,1942,36000000.0,7.8
36000000,2000.0,1.85,95.0,2928,36000000.0,5.3
36000000,2015.0,2.35,105.0,615,36000000.0,7.2
36000000,2011.0,2.35,102.0,3497,36000000.0,5.9
35200000,2003.0,1.85,95.0,4537,35200000.0,5.4
35000000,2009.0,1.85,129.0,3389,29000000.0,7.7
35000000,1989.0,1.85,126.0,2725,35000000.0,7.6
35000000,1999.0,2.35,95.0,47203,33000000.0,6.6
35000000,2010.0,2.35,110.0,25964,38000000.0,7.7
35000000,1992.0,2.35,121.0,1446,35000000.0,6.7
35000000,2013.0,2.35,120.0,5826,35000000.0,5.7
35000000,2006.0,2.35,109.0,23923,35000000.0,6.8
35000000,2011.0,2.35,106.0,18669,35000000.0,6.9
35000000,2001.0,1.85,88.0,4499,35000000.0,5.4
35000000,2015.0,2.35,129.0,1450,35000000.0,6.3
35000000,2013.0,2.35,125.0,19809,35000000.0,7.5
35000000,1979.0,2.35,143.0,16007,35000000.0,6.4
35000000,2008.0,2.35,123.0,25661,35000000.0,6.8
35000000,2008.0,2.35,101.0,1026,35000000.0,6.1
35000000,1991.0,2.35,128.0,24006,35000000.0,7.3
35000000,1996.0,1.85,162.0,15912,27000000.0,7.4
35000000,2005.0,1.85,105.0,2689,35000000.0,5.9
35000000,2012.0,2.35,134.0,1050,35000000.0,6.2
35000000,1997.0,2.35,138.0,19129,35000000.0,8.3
35000000,2005.0,2.35,100.0,2968,35000000.0,6.2
35000000,1997.0,1.85,90.0,23504,35000000.0,6.3
35000000,2000.0,2.35,109.0,2474,33000000.0,6.3
35000000,1995.0,2.35,108.0,1715,35000000.0,5.8
35000000,2006.0,1.85,75.0,13125,33000000.0,5.6
35000000,2010.0,2.35,123.0,2259,35000000.0,7.2
35000000,1998.0,1.85,132.0,29265,35000000.0,6.4
35000000,2011.0,2.35,109.0,20956,35000000.0,6.6
35000000,2016.0,2.35,92.0,17860,35000000.0,6.0
35000000,2007.0,2.35,87.0,16571,34000000.0,6.3
35000000,2003.0,1.85,109.0,4231,35000000.0,6.9
35000000,2009.0,1.85,88.0,53370,35000000.0,5.4
35000000,1992.0,1.85,202.0,20143,33000000.0,7.7
35000000,2009.0,2.35,92.0,2184,35000000.0,6.6
35000000,2005.0,2.35,98.0,4879,30000000.0,5.9
35000000,2007.0,2.35,91.0,52566,35000000.0,5.3
35000000,1997.0,2.35,147.0,56014,35000000.0,7.8
35000000,2008.0,2.35,103.0,16249,35000000.0,5.4
35000000,2002.0,1.85,100.0,17902,33000000.0,6.7
35000000,2004.0,1.85,104.0,41701,35000000.0,6.2
35000000,2011.0,1.85,112.0,2371,35000000.0,5.9
35000000,2006.0,2.35,101.0,966,30000000.0,6.8
35000000,2011.0,2.35,109.0,34011,40000000.0,6.7
35000000,2010.0,2.35,104.0,3356,35000000.0,5.3
35000000,2011.0,2.35,137.0,36258,35000000.0,6.6
35000000,2015.0,2.35,87.0,1679,35000000.0,5.1
35000000,2015.0,2.35,123.0,13371,35000000.0,7.1
35000000,2004.0,1.85,98.0,28027,27000000.0,7.3
35000000,1994.0,2.35,102.0,5443,35000000.0,3.8
35000000,2001.0,2.35,95.0,2643,50000000.0,4.8
35000000,1976.0,1.85,102.0,677,,7.3
35000000,2002.0,1.85,150.0,1075,35000000.0,8.5
35000000,2001.0,2.35,122.0,41636,35000000.0,6.8
35000000,2001.0,2.35,122.0,41636,35000000.0,6.8
35000000,2008.0,2.35,112.0,3185,35000000.0,6.2
35000000,2002.0,2.35,101.0,3001,35000000.0,5.2
35000000,2010.0,2.35,109.0,855,35000000.0,6.1
35000000,2008.0,2.35,101.0,3612,35000000.0,6.2
35000000,1990.0,1.37,103.0,4722,35000000.0,6.2
35000000,2011.0,2.35,106.0,561,35000000.0,5.0
35000000,1980.0,2.35,111.0,2603,20000000.0,6.4
35000000,2008.0,1.85,82.0,3266,35000000.0,4.5
35000000,1999.0,2.35,112.0,5709,35000000.0,6.6
35000000,2012.0,2.35,101.0,2471,35000000.0,5.1
35000000,2004.0,2.35,102.0,3592,35000000.0,6.2
35000000,1997.0,1.85,155.0,19689,30000000.0,6.6
35000000,1992.0,2.35,140.0,1394,35000000.0,6.6
35000000,2004.0,1.85,96.0,17292,35000000.0,6.3
35000000,2012.0,2.35,91.0,24669,35000000.0,6.5
35000000,2013.0,2.35,109.0,2073,35000000.0,6.2
35000000,2005.0,1.85,76.0,1908,35000000.0,5.6
35000000,2000.0,2.35,107.0,22974,55000000.0,7.4
35000000,2007.0,2.35,120.0,1082,35000000.0,6.7
35000000,2002.0,2.35,125.0,3142,35000000.0,6.5
35000000,2010.0,1.85,92.0,6327,35000000.0,3.8
35000000,2012.0,1.85,93.0,1361,30000000.0,5.2
35000000,2007.0,2.35,92.0,32875,35000000.0,6.2
35000000,1991.0,2.35,115.0,1290,35000000.0,5.7
35000000,2011.0,1.85,139.0,13021,32000000.0,6.7
35000000,2001.0,1.85,94.0,1668,35000000.0,6.0
35000000,2006.0,1.85,83.0,5022,35000000.0,4.2
35000000,2001.0,2.35,111.0,19805,35000000.0,6.8
35000000,2009.0,2.35,100.0,5890,35000000.0,7.3
35000000,2014.0,1.85,109.0,1458,35000000.0,5.7
35000000,2014.0,1.85,109.0,1458,35000000.0,5.7
35000000,1998.0,2.35,91.0,1352,35000000.0,4.8
35000000,2009.0,2.35,101.0,1947,35000000.0,5.5
35000000,2015.0,2.35,91.0,1564,35000000.0,5.4
35000000,2006.0,1.85,96.0,24640,35000000.0,7.3
35000000,2015.0,2.35,123.0,23031,35000000.0,7.4
35000000,2013.0,2.35,141.0,301,35000000.0,7.1
35000000,2008.0,2.35,103.0,6563,35000000.0,6.0
35000000,2006.0,2.35,117.0,3611,35000000.0,6.9
35000000,2002.0,1.85,114.0,1005,35000000.0,6.3
35000000,1997.0,2.35,101.0,1993,35000000.0,4.6
35000000,1992.0,2.35,114.0,4334,35000000.0,6.9
35000000,1997.0,2.35,121.0,3125,35000000.0,6.4
35000000,2012.0,2.35,105.0,23122,35000000.0,5.7
35000000,1980.0,2.35,156.0,1573,35000000.0,8.4
35000000,1999.0,2.35,148.0,5,35000000.0,6.8
35000000,2012.0,2.35,96.0,14978,35000000.0,5.5
35000000,2006.0,2.35,93.0,5377,32000000.0,5.7
35000000,2015.0,,109.0,1982,,4.5
35000000,2015.0,,109.0,1980,,4.5
34800000,2011.0,2.35,89.0,843,30000000.0,4.9
34000000,2014.0,2.35,113.0,1783,34000000.0,6.8
34000000,2015.0,2.35,128.0,3386,34000000.0,7.1
34000000,1993.0,2.35,139.0,1068,30000000.0,7.2
34000000,1999.0,2.35,102.0,1274,34000000.0,5.2
34000000,1999.0,1.85,109.0,52621,34000000.0,5.3
34000000,1999.0,1.85,109.0,52621,34000000.0,5.3
34000000,2000.0,2.35,114.0,1778,34000000.0,5.6
34000000,2013.0,2.35,85.0,369,34000000.0,6.3
33000000,1992.0,2.35,138.0,14619,40000000.0,7.6
33000000,2000.0,1.85,99.0,1790,30000000.0,5.1
33000000,2001.0,2.35,101.0,5942,33000000.0,5.5
33000000,2012.0,2.35,99.0,4863,33000000.0,6.5
33000000,2004.0,2.35,140.0,2114,33000000.0,6.5
33000000,2012.0,2.35,94.0,27759,30000000.0,6.5
33000000,2008.0,2.35,113.0,391,30000000.0,6.0
33000000,1999.0,2.35,124.0,13093,38000000.0,6.0
33000000,2005.0,2.35,118.0,2859,10000000.0,6.8
33000000,2013.0,2.35,105.0,1843,33000000.0,7.1
32500000,1983.0,2.35,134.0,13649,32500000.0,8.4
32500000,2008.0,1.85,124.0,14504,32000000.0,7.6
32500000,2013.0,2.35,89.0,74181,35000000.0,5.6
32500000,2012.0,1.85,98.0,4151,,5.6
32000000,2003.0,1.85,97.0,43354,33000000.0,6.9
32000000,1996.0,2.35,123.0,5975,32000000.0,6.4
32000000,2013.0,2.35,107.0,38751,32000000.0,6.7
32000000,2002.0,1.85,99.0,2916,35000000.0,5.1
32000000,2006.0,1.85,92.0,1729,32000000.0,5.7
32000000,1988.0,1.85,101.0,18734,32000000.0,7.0
32000000,2010.0,2.35,107.0,31529,20000000.0,6.2
32000000,2011.0,1.85,93.0,16034,32000000.0,7.5
32000000,1999.0,2.35,103.0,3004,29000000.0,6.2
32000000,2000.0,2.35,129.0,36069,32000000.0,7.2
32000000,2011.0,2.35,113.0,3500,32000000.0,4.4
32000000,1993.0,1.85,120.0,2054,32000000.0,7.1
32000000,2007.0,2.35,98.0,10938,32000000.0,6.4
32000000,1979.0,2.35,142.0,20201,35000000.0,5.9
32000000,2005.0,2.35,98.0,1400,32000000.0,6.9
32000000,2005.0,1.85,96.0,12754,32000000.0,7.5
32000000,2013.0,2.35,100.0,32094,30000000.0,5.9
32000000,1995.0,1.85,107.0,29743,32000000.0,6.4
32000000,2004.0,2.35,90.0,961,28000000.0,5.9
32000000,2010.0,2.35,102.0,2961,32000000.0,6.3
32000000,1999.0,2.35,121.0,13040,55000000.0,6.8
32000000,2010.0,2.35,119.0,2925,32000000.0,6.3
32000000,1996.0,1.85,110.0,3864,30000000.0,5.3
32000000,1997.0,1.33,75.0,7394,32000000.0,6.9
32000000,1999.0,2.35,132.0,16878,32000000.0,6.9
32000000,2006.0,1.66,105.0,2355,32000000.0,6.1
31500000,1979.0,2.35,289.0,25313,31500000.0,8.5
31500000,2016.0,2.35,113.0,10910,31500000.0,6.3
31000000,2012.0,2.35,138.0,20952,31000000.0,7.3
31000000,1995.0,2.35,143.0,2223,6500000.0,7.3
31000000,1985.0,1.85,161.0,12518,31000000.0,7.2
31000000,1979.0,2.35,126.0,1008,34000000.0,6.3
31000000,2014.0,1.37,99.0,15082,25000000.0,8.1
31000000,2015.0,2.35,99.0,40312,31000000.0,6.1
31000000,2000.0,2.35,118.0,4045,31000000.0,7.3
31000000,2001.0,2.35,101.0,13811,31000000.0,6.9
31000000,2010.0,1.85,106.0,17560,31000000.0,6.5
30000000,1995.0,1.85,74.0,19046,30000000.0,8.3
30000000,2002.0,1.85,113.0,813,45000000.0,7.2
30000000,1999.0,1.85,93.0,26760,34200000.0,6.4
30000000,2001.0,1.85,108.0,7872,30000000.0,6.4
30000000,2012.0,2.35,104.0,18322,30000000.0,6.8
30000000,1994.0,2.35,116.0,20966,25000000.0,7.2
30000000,1990.0,2.35,135.0,2575,30000000.0,7.6
30000000,2013.0,1.85,132.0,20035,30000000.0,7.2
30000000,2000.0,2.35,120.0,54877,30000000.0,7.8
30000000,2009.0,1.85,112.0,2639,30000000.0,8.0
30000000,2004.0,2.35,92.0,4730,20000000.0,6.7
30000000,2004.0,2.35,92.0,4730,20000000.0,6.7
30000000,1991.0,1.85,99.0,3696,38000000.0,6.8
30000000,1995.0,2.35,90.0,2203,30000000.0,6.3
30000000,2001.0,1.85,111.0,13645,37000000.0,6.2
30000000,1999.0,1.85,103.0,24333,30000000.0,6.7
30000000,1996.0,1.85,103.0,3143,26000000.0,6.2
30000000,2004.0,2.35,132.0,28830,30000000.0,8.1
30000000,1995.0,2.35,127.0,22678,33000000.0,8.6
30000000,2003.0,2.35,138.0,1942,25000000.0,8.0
30000000,2004.0,1.85,87.0,20097,30000000.0,7.0
30000000,2009.0,1.85,108.0,35209,25000000.0,7.4
30000000,2004.0,2.35,123.0,34495,29000000.0,7.9
30000000,2009.0,1.85,102.0,4516,30000000.0,4.2
30000000,2008.0,2.35,111.0,2978,30000000.0,6.1
30000000,2000.0,1.85,78.0,4527,30000000.0,6.1
30000000,1991.0,1.85,132.0,1936,30000000.0,6.6
30000000,2005.0,2.35,109.0,2740,45000000.0,6.9
30000000,1994.0,1.85,133.0,26388,30000000.0,7.5
30000000,2012.0,2.35,119.0,37387,30000000.0,7.4
